DersKodu;DersAdi;DersiVeren;DersUzunluk;AKTS;OgrSayisi;AcildigiProgram;Donem
BM-204-50-50;Veri Org. ve Yönetimi;Dr. Öðr. Üyesi Levent BAYINDIR;3;6;1;Bilgisayar Mühendisliði (Ý.Ö.) Programý;4
MAT-102-50-50;Matematik II;Prof.Dr. Sezgin AKBULUT;4;5;4;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
FIZ-102-50-50;Fizik II;Doç.Dr. Erdem ÞAKAR;5;NULL;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-106-50-50-KREDÝ;Lineer Cebir;Dr. Öðr. Üyesi Sait TAÞ;3;5;3;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
OZD-102;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;2;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-402-50-50;Otomata Teorisi;Dr. Öðr. Üyesi Tolga AYDIN;3;4;8;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-404-50-50;KONTROL SÝSTEMLERÝ ;Dr. Öðr. Üyesi Barýþ ÖZYER;3;0;6;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BM-104-50-50-B;Nesneye Yönelik Prog.;Dr. Öðr. Üyesi Gülþah TÜMÜKLÜ ÖZYER;5;6;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;2
BM-308-50-50;PARALEL PROGRAMLAMAYA GÝRÝS;Dr. Öðr. Üyesi Deniz DAL;3;0;5;Bilgisayar Mühendisliði (Ý.Ö.) Programý;6
BIM-402-50-ö.ö;Nesnelerin Ýnterneti;Dr. Öðr. Üyesi Bilal USANMAZ;3;5;0;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
BIM-404-50-50-2017;Bilgisayar Bilgi Güvenliði ve Yönetimi;Prof.Dr. Abdulsamet HAÞILOÐLU;3;5;19;Bilgisayar Mühendisliði (Ý.Ö.) Programý;8
KIM-102-50-50-KREDÝ;Genel Kimya II;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;5;5;Kimya Mühendisliði Programý;2
KIM-104-50-50-KREDÝ;Analitik Kimya;Doç.Dr. Hakan TEMÜR;3;5;4;Kimya Mühendisliði Programý;2
KIM-106-50-50;Kimya Laboratuvarý;Dr. Öðr. Üyesi Zafer EKÝNCÝ;3;NULL;2;Kimya Mühendisliði Programý;2
KM-204-50-50;Akýþkanlar Mekaniði;Doç.Dr. Mehmet YILMAZ;4;8;0;Kimya Mühendisliði Programý;4
KM-206-50-50;Kimya Mühendisliðinde Sayýsal Yöntemler;Prof.Dr. Taner TEKÝN;3;6;0;Kimya Mühendisliði Programý;4
KM-202-50-50;Kimyasal Proses Hesaplarý;Prof.Dr. Enes ÞAYAN;3;6;3;Kimya Mühendisliði Programý;3
KM-202-50-50;Kimyasal Proses Hesaplarý;Prof.Dr. Enes ÞAYAN;3;6;3;Kimya Mühendisliði Programý;4
KM-208-50-50;Mühendislik Termodinamiði;Prof.Dr. Soner KUÞLU;3;NULL;0;Kimya Mühendisliði Programý;4
KM-304-50-50-KREDÝ;Kütle Transferi;Doç.Dr. Mehmet Emin ARZUTUÐ;3;5;6;Kimya Mühendisliði Programý;6
KM-306-50-50;Kimya Reaksiyon Mühendisliði II;Doç.Dr. Jale NAKTÝYOK;3;NULL;6;Kimya Mühendisliði Programý;6
KM-302-50-50;Kimya Mühendisliði Matematiksel Modelleme;Doç.Dr. Arzu KANCA;3;NULL;2;Kimya Mühendisliði Programý;6
KM-308-50-50;Kimya Mühendisliði Laboratuvarý I;Prof.Dr. Bünyamin DÖNMEZ;4;NULL;3;Kimya Mühendisliði Programý;6
KM-310-50-50;Profesyonel Geliþim;Prof.Dr. Fatih SEVÝM;3;3;3;Kimya Mühendisliði Programý;6
KM-402-50-50;Ayýrma Ýþlemleri II;Dr. Öðr. Üyesi Hayrunnisa MAZLUMOÐLU;3;NULL;9;Kimya Mühendisliði Programý;8
 KMS-404-50-50;Kimya Mühendisliði Seçmeli Tasarým II;Prof.Dr. Taner TEKÝN;4;0;5;Kimya Mühendisliði Programý;8
KM-406-50-50;Kimyasal Teknolojiler;Prof.Dr. Osman Nuri ATA;4;NULL;3;Kimya Mühendisliði Programý;8
KM-408-50-50;Kimya Mühendisliði Laboratuvarý III;Prof.Dr. Hüseyin OKUR;4;NULL;5;Kimya Mühendisliði Programý;8
KM-410-50-50;Bitirme Projesi II;Prof.Dr. Fatih SEVÝM;2;NULL;4;Kimya Mühendisliði Programý;8
KMM-402-50-50-2017-AKTS;Ayýrma Ýþlemleri II;Dr. Öðr. Üyesi Hayrunnisa MAZLUMOÐLU;3;6;2;Kimya Mühendisliði Programý;8
KMM-408-50-50-2017-AKTS;Kimya Mühendisliði Laboratuvarý III;Prof.Dr. Ömer LAÇÝN;3;4;2;Kimya Mühendisliði Programý;8
KMS-404-50-50-2017-AKTS;Kimya Mühendisliði Seçmeli Tasarým II;Prof.Dr. Taner TEKÝN;3;4;2;Kimya Mühendisliði Programý;8
KMM-406-50-50-2017;Kimyasal Teknolojiler;Prof.Dr. Osman Nuri ATA;3;6;1;Kimya Mühendisliði Programý;8
CM-106-50-50;Bilgisayar Destekli Teknik Resim;Prof.Dr. Yaþar TOTÝK;3;NULL;0;Çevre Mühendisliði Programý;2
CM-102-50-50;Çevre Jeolojisi;Dr. Öðr. Üyesi Ýlker ACAR;3;NULL;0;Çevre Mühendisliði Programý;2
CM-104-50-50;Çevre Mühendisliði Ekolojisi;Prof.Dr. Alper NUHOÐLU;3;NULL;0;Çevre Mühendisliði Programý;2
CM-208-50-50;ÇevreMühendisligi Kimyasý II;Prof.Dr. Zeynep CEYLAN;3;NULL;3;Çevre Mühendisliði Programý;4
CM-212-50-50;Hidrolik;Doç.Dr. Serkan BAYAR;3;3;5;Çevre Mühendisliði Programý;4
CM-202-50-50;Sayýsal Yöntemler;Prof.Dr. Taner TEKÝN;3;NULL;2;Çevre Mühendisliði Programý;4
CM-204-50-50;Çevre Mühendisliði Mikrobiyolojisi;Prof.Dr. Yalçýn Kemal BAYHAN;3;NULL;1;Çevre Mühendisliði Programý;4
CM-206-50-50;Çevre Mühendisliði Taþýným Prosesleri;Doç.Dr. Serkan BAYAR;3;NULL;2;Çevre Mühendisliði Programý;4
CM-210-50-50;Çevre Mühendisliði Kimyasý II Laboratuvarý;Doç.Dr. Þahset ÝRDEMEZ;2;NULL;0;Çevre Mühendisliði Programý;4
CM-306-50-50;Çevre Mühendisliði Biyolojik Prosesler;Prof.Dr. Alper NUHOÐLU;3;5;2;Çevre Mühendisliði Programý;6
CM-302-50-50;Hava Kirliliði Kontrolü;Prof.Dr. Hanefi BAYRAKTAR;3;0;3;Çevre Mühendisliði Programý;6
CM-304-50-50;Sularýn Arýtýlmasý;Prof.Dr. Alper Erdem YILMAZ;3;NULL;4;Çevre Mühendisliði Programý;6
CM-310-50-50;Çevre Mühendisliðinde Modelleme;Prof.Dr. Ergün YILDIZ;3;NULL;8;Çevre Mühendisliði Programý;6
CM-308-50-50;Kanalizasyon Sist. Proj.;Prof.Dr. Alper Erdem YILMAZ;3;NULL;1;Çevre Mühendisliði Programý;6
CM-312-50-50;Termodinamik;Prof.Dr. Ensar OÐUZ;3;5;4;Çevre Mühendisliði Programý;6
CMS-4045-50-50-kredi;Çevre Mühendisliði Seçmeli Tasarýmý II;Doç.Dr. Þahset ÝRDEMEZ;3;6;6;Çevre Mühendisliði Programý;8
CM-408-50-50-kredi;Çevre Mühendisliði Lab II;Prof.Dr. Murat Tolga YILMAZ;2;2;2;Çevre Mühendisliði Programý;8
CM-412-50-50;Bitirme Projesi II;Prof.Dr. Ergün YILDIZ;2;NULL;3;Çevre Mühendisliði Programý;8
MF-IGE-50-50;Ýþ Güvenliði ve Mühendislik Etiði;Doç.Dr. Þahset ÝRDEMEZ;2;NULL;10;Çevre Mühendisliði Programý;8
CM-406-50-50;Endüstriyel Atýksu Arýtýlmasý;Prof.Dr. Okan Tarýk KOMESLÝ;3;0;3;Çevre Mühendisliði Programý;8
MF-IGE-50-50;Ýþ Güvenliði ve Mühendislik Etiði;Doç.Dr. Þahset ÝRDEMEZ;2;NULL;14;Çevre Mühendisliði (Ý.Ö.) Programý;8
MAT-102-50-50;Matematik II;Prof.Dr. Ömer TARAKCI;4;5;1;Ýnþaat Mühendisliði Programý;2
IM-102-50-50-KREDÝ;Statik;Prof.Dr. Mehmet Hamit ÖZYAZICIOÐLU;3;5;9;Ýnþaat Mühendisliði Programý;2
IM-106-50-50;Bilgisayar Destekli Teknik Resim;Dr. Öðr. Üyesi Ahmet ATALAY;3;NULL;1;Ýnþaat Mühendisliði Programý;2
OZD-102;Yabancý Dil II;Öðr.Gör.Dr. Meryem ODABAÞI;2;2;3;Ýnþaat Mühendisliði Programý;2
IM-202-50-50;Mühendislik Matematiði;Doç.Dr. Çaðlar ÖZER;3;5;2;Ýnþaat Mühendisliði Programý;4
IM-204-50-50;Sayýsal Yöntemler;Dr. Öðr. Üyesi Fatma KARAGÖL;3;NULL;1;Ýnþaat Mühendisliði Programý;4
IM-206-50-50-KREDÝ;Akýþkanlar Mekaniði;NULL;3;5;0;Ýnþaat Mühendisliði Programý;4
IM-208-50-50;Mukavemet II;Doç.Dr. Fatih Mehmet ÖZKAL;3;NULL;2;Ýnþaat Mühendisliði Programý;4
OZD-202;Türk Dili II;Öðr.Gör.Dr. Dilek AKAN BUDAK;2;2;3;Ýnþaat Mühendisliði Programý;4
IM-210-50-50;Yapý Malzemesi;Prof.Dr. Ahmet Ferhat BÝNGÖL;3;NULL;1;Ýnþaat Mühendisliði Programý;4
IM-212-50-50;Topoðrafya;Doç.Dr. Mahmut KILIÇ;3;NULL;1;Ýnþaat Mühendisliði Programý;4
IM-302-50-50;Yapý Statiði II;Doç.Dr. Oðuz Akýn DÜZGÜN;3;NULL;4;Ýnþaat Mühendisliði Programý;6
IM-304-50-50;Zemin Mekaniði II;Doç.Dr. Semet ÇELÝK;3;NULL;5;Ýnþaat Mühendisliði Programý;6
IM-306-50-50;Demiryolu ve Toprak Ýþleri;Doç.Dr. Osman Ünsal BAYRAK;3;NULL;5;Ýnþaat Mühendisliði Programý;6
IM-308-50-50;Betonarme I;Doç.Dr. Ahmet BUDAK;3;0;2;Ýnþaat Mühendisliði Programý;6
IM-310-50-50;Hidroloji;Doç.Dr. Serkan ÞENOCAK;3;NULL;4;Ýnþaat Mühendisliði Programý;6
IM-312-50-50;Temel Ýnþaatý;Prof.Dr. Ahmet Þahin ZAÝMOÐLU;3;NULL;6;Ýnþaat Mühendisliði Programý;6
OZD-302;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Tolga BAÞAK;2;2;5;Ýnþaat Mühendisliði Programý;6
INM-310-50-50-AKTS-2017;Hidroloji;Doç.Dr. Serkan ÞENOCAK;3;4;6;Ýnþaat Mühendisliði Programý;6
INM-404-50-50-AKTS;Su Kaynaklarý;Prof.Dr. Reþat ACAR;3;5;10;Ýnþaat Mühendisliði Programý;8
INM-406-50-50-2017;Yapý Ýþletme ve Þantiye Tekniði;Doç.Dr. Rýza POLAT;3;5;7;Ýnþaat Mühendisliði Programý;8
INS-404-50-50-AKTS-2017;Ýnþaat Mühendisliði Seçmeli Tasarýmý II;Doç.Dr. Meral OLTULU;3;4;13;Ýnþaat Mühendisliði Programý;8
IM-404-50-50;Su Kaynaklarý;Prof.Dr. Reþat ACAR;3;NULL;4;Ýnþaat Mühendisliði Programý;8
IMS-404-50-50;Ýnþaat Mühendisliði Seçmeli Tasarýmý II;Doç.Dr. Meral OLTULU;3;6;8;Ýnþaat Mühendisliði Programý;8
IM-408-50-50;Ýnþaat Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Gökhan KAPLAN;2;NULL;8;Ýnþaat Mühendisliði Programý;8
IM-410-50-50;Bitirme Projesi II;Prof.Dr. Reþat ACAR;2;NULL;8;Ýnþaat Mühendisliði Programý;8
IM-102-50-50-KREDÝ;Statik;Prof.Dr. Mehmet Hamit ÖZYAZICIOÐLU;3;5;3;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
FIZ-102-50-50;Fizik II;Prof.Dr. Yakup KURUCU;5;NULL;3;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
IM-104-50-50;Ýnþaat Mühendisliði Ýçin Jeoloji;Dr. Öðr. Üyesi Zeynep Neþe KURT ALBAYRAK;3;NULL;1;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
IM-108-50-50;Yapý Bilgisi;Prof.Dr. Remzi ÞAHÝN;3;NULL;1;Ýnþaat Mühendisliði (Ý.Ö.) Programý;2
IM-208-50-50;Mukavemet II;Doç.Dr. Fatih Mehmet ÖZKAL;3;NULL;7;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-206-50-50-KREDÝ;Akýþkanlar Mekaniði;Dr. Öðr. Üyesi Selim ÞENGÜL;3;5;3;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-202-50-50;Mühendislik Matematiði;Doç.Dr. Çaðlar ÖZER;3;5;2;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-204-50-50;Sayýsal Yöntemler;Dr. Öðr. Üyesi Fatma KARAGÖL;3;NULL;2;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-210-50-50;Yapý Malzemesi;Prof.Dr. Ahmet Ferhat BÝNGÖL;3;NULL;4;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-212-50-50;Topoðrafya;Doç.Dr. Mahmut KILIÇ;3;NULL;3;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
OZD-202;Türk Dili II;Dr. Öðr. Üyesi Hamza KOLUKISA;2;2;3;Ýnþaat Mühendisliði (Ý.Ö.) Programý;4
IM-308-50-50;Betonarme I;Doç.Dr. Ahmet BUDAK;3;0;4;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
OZD-302;Atatürk Ýlkeleri ve Ýnkýlap Tarihi II;Prof.Dr. Erdal AYDOÐAN;2;2;8;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
IM-302-50-50;Yapý Statiði II;Doç.Dr. Oðuz Akýn DÜZGÜN;3;NULL;11;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
IM-304-50-50;Zemin Mekaniði II;Doç.Dr. Semet ÇELÝK;3;NULL;8;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
IM-306-50-50;Demiryolu ve Toprak Ýþleri;Doç.Dr. Osman Ünsal BAYRAK;3;NULL;8;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
IM-310-50-50;Hidroloji;Doç.Dr. Serkan ÞENOCAK;3;NULL;6;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
IM-312-50-50;Temel Ýnþaatý;Prof.Dr. Ahmet Þahin ZAÝMOÐLU;3;NULL;11;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-310-50-50-AKTS;Hidroloji;Doç.Dr. Serkan ÞENOCAK;3;4;6;Ýnþaat Mühendisliði (Ý.Ö.) Programý;6
INM-404-50-50;Su Kaynaklarý;Prof.Dr. Reþat ACAR;3;5;11;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INS-404-50-50-2017;Ýnþaat Mühendisliði Seçmeli Tasarýmý II;Prof.Dr. Habib UYSAL;3;4;20;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
MUH-IS2-50-50-2017;Ýþ Saðlýðý ve Güvenliði II;Doç.Dr. Þahset ÝRDEMEZ;2;1;63;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
IM-404-50-50;Su Kaynaklarý;Prof.Dr. Reþat ACAR;3;NULL;10;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
IMS-404-50-50;Ýnþaat Mühendisliði Seçmeli Tasarýmý II;Prof.Dr. Mahir GÖKDAÐ;3;6;12;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
IM-408-50-50;Ýnþaat Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Gökhan KAPLAN;2;NULL;10;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
IM-410-50-50;Bitirme Projesi II;Prof.Dr. Habib UYSAL;2;NULL;12;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
INM-406-50-50-2017;Yapý Ýþletme ve Þantiye Tekniði;Doç.Dr. Rýza POLAT;3;5;20;Ýnþaat Mühendisliði (Ý.Ö.) Programý;8
MAT-102-50-50;Matematik II;Dr. Öðr. Üyesi Nazlý KARACA;4;5;6;Makine Mühendisliði Programý;2
 FIZ-102-50-50;Fizik II;Prof.Dr. Lütfü DEMÝR;5;NULL;1;Makine Mühendisliði Programý;2
MM-102-50-50-KREDÝ;Statik;Dr. Öðr. Üyesi Yakup UZUN;3;5;4;Makine Mühendisliði Programý;2
MM-104-50-50;Ölçme Tekniði ve Deðerlendirme;Dr. Öðr. Üyesi Yakup UZUN;2;5;5;Makine Mühendisliði Programý;2
MF-IST-50-50;Ýstatistik ve Olasýlýk;Doç.Dr. Halim KOVACI;3;0;9;Makine Mühendisliði Programý;2
MM-106-50-50;Bilgisayar Destekli Teknik Resim;Prof.Dr. Yaþar TOTÝK;4;4;4;Makine Mühendisliði Programý;2
FIZ-102-50-50;Physics II;Prof.Dr. Lütfü DEMÝR;5;NULL;2;Makine Mühendisliði Programý;2
MM-102-50-50;Statics;Dr. Öðr. Üyesi Yakup UZUN;3;NULL;2;Makine Mühendisliði Programý;2
MM-206-50-50;Akýþkanlar Mekaniði I;Dr. Öðr. Üyesi Erdoðan GÜNER;3;NULL;2;Makine Mühendisliði Programý;4
MM-210-50-50;Ýmal Usulleri I;Prof.Dr. Mehmet KARAKAN;3;NULL;6;Makine Mühendisliði Programý;4
MM-214-50-50;Makina Mühendisliði Matematik Uyg.;Dr. Öðr. Üyesi Ýlhan Volkan ÖNER;3;NULL;8;Makine Mühendisliði Programý;4
MM-208-50-50;Mukavemet II;Prof. Hamit AKBULUT;3;NULL;10;Makine Mühendisliði Programý;4
MM-204-50-50;Mühendislik Malzemeleri;Prof.Dr. Ýhsan EFEOÐLU;3;5;5;Makine Mühendisliði Programý;4
 MM-212-50-50-A;Termodinamik II;Dr. Öðr. Üyesi Fadime ÞÝMÞEK;3;NULL;6;Makine Mühendisliði Programý;4
MM-204-50-50a;Sayýsal Yöntemler;Prof.Dr. Ömer GÜNDOÐDU;3;NULL;4;Makine Mühendisliði Programý;4
MM-204-50-50;Engineering Materials;Prof.Dr. Ýhsan EFEOÐLU;3;NULL;0;Makine Mühendisliði Programý;4
MM-202-50-50;Numerical Analysis;Prof.Dr. Ömer GÜNDOÐDU;3;4;0;Makine Mühendisliði Programý;4
MM-212-50-50;Thermodynamics II;NULL;3;NULL;0;Makine Mühendisliði Programý;4
MF-EKO-50-50;Mühendislik Ekonomisi;Dr. Öðr. Üyesi Nesrin ADIGÜZEL;3;5;8;Makine Mühendisliði Programý;6
MM-304-50-50;Isý Transferi II;Prof.Dr. Ýsak KOTCÝOÐLU;3;NULL;18;Makine Mühendisliði Programý;6
MM-302-50-50;Makina Elemanlarý II;Doç.Dr. Halim KOVACI;3;0;9;Makine Mühendisliði Programý;6
 MM-306-50-50;Makine Teorisi II;Prof.Dr. Mustafa YAMAN;3;0;5;Makine Mühendisliði Programý;6
MM-310-50-50;Proje Tasarým Esaslarý;Prof.Dr. Ýhsan EFEOÐLU;1;1;7;Makine Mühendisliði Programý;6
MM-308-50-50-KREDÝ;Isýtma Havalandýrma ve Ýklimlendirme;Prof.Dr. Kadir BÝLEN;3;5;4;Makine Mühendisliði Programý;6
MM-304-50-50;Heat Transfer II;Dr. Öðr. Üyesi Faruk YEÞÝLDAL;3;5;5;Makine Mühendisliði Programý;6
MM-306-50-50;Teory of Machnes II;Prof.Dr. Mustafa YAMAN;3;5;3;Makine Mühendisliði Programý;6
MKM-406-50-50-2017-AKTS;Enerji Dönüþüm Sistemleri;Prof.Dr. Ýsmail SOLMAZ;3;5;16;Makine Mühendisliði Programý;8
MKM-404-50-50-2017;Makine Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;4;25;Makine Mühendisliði Programý;8
MKS-404-50-50-2017;Makine Mühendisliði Seçmeli Tasarým II;Prof.Dr. Ýsmail SOLMAZ;3;6;26;Makine Mühendisliði Programý;8
 MM-404-50-50;Makine Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;4;13;Makine Mühendisliði Programý;8
MMS-402-50-50;Makine Ana Seçmeli Tasarýmý II;Prof.Dr. Ýsmail SOLMAZ;3;6;24;Makine Mühendisliði Programý;8
MM-406-50-50-2016-KREDÝ;Enerji Dönüþüm Sistemleri;Prof.Dr. Ýsmail SOLMAZ;3;5;9;Makine Mühendisliði Programý;8
MM-408-50-50 ;Bitirme Projesi II;Prof.Dr. Ýsmail SOLMAZ;2;NULL;22;Makine Mühendisliði Programý;8
MM-406-50-50;Energy Conversion System;Prof.Dr. Ýsmail SOLMAZ;3;4;1;Makine Mühendisliði Programý;8
MKM-408-50-50-AKTS;Makine Mühendisliði Uygulamalarý;Dr. Öðr. Üyesi Ahmet Numan ÖZAKIN;3;4;30;Makine Mühendisliði Programý;8
MM-106-50-Ö.Ö;Bilgisayar Destekli Teknik Resim;NULL;4;4;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MF-IST-50-ö.ö;Ýstatistik ve Olasýlýk;NULL;3;0;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MM-104-50-ö.ö;Ölçme Tekniði ve Deðerlendirme;NULL;2;5;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MM-102-50-Ö.Ö;Statik;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MM-206-50-Ö.Ö;Akýþkanlar Mekaniði I;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-204-50-50;Mühendislik Malzemeleri;Prof.Dr. Ýhsan EFEOÐLU;3;5;7;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-208-50-50;Mukavemet II;Prof. Hamit AKBULUT;3;NULL;11;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-212-50-Ö.Ö;Termodinamik II;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-210-50-50;Ýmal Usulleri I;Prof.Dr. Mehmet KARAKAN;3;NULL;14;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-214-50-ö.ö;Makina Mühendisliði Matematik Uyg.;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;4
 MM-202-50-ö.ö;Sayýsal Yöntemler;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-302-50-50;Makina Elemanlarý II;Prof.Dr. Sadri ÞEN;3;0;17;Makine Mühendisliði (Ý.Ö.) Programý;6
 MM-304-50-50;Isý Transferi II;Prof.Dr. Ýsak KOTCÝOÐLU;3;NULL;18;Makine Mühendisliði (Ý.Ö.) Programý;6
 MM-306-50-50;Makine Teorisi II;Prof.Dr. Mustafa YAMAN;3;0;7;Makine Mühendisliði (Ý.Ö.) Programý;6
MM-308-50-50;Isýtma Havalandýrma ve Ýklimlendirme;Prof.Dr. Kadir BÝLEN;3;5;21;Makine Mühendisliði (Ý.Ö.) Programý;6
MF-EKO-50-50;Mühendislik Ekonomisi;Dr. Öðr. Üyesi Nesrin ADIGÜZEL;3;5;21;Makine Mühendisliði (Ý.Ö.) Programý;6
MM-310-50-50;Proje Tasarým Esaslarý;Prof.Dr. Ýhsan EFEOÐLU;1;1;9;Makine Mühendisliði (Ý.Ö.) Programý;6
MMS-402-50-50;Makine Ana Seçmeli Tasarýmý II;Doç.Dr. Sinan SEZEK;3;6;16;Makine Mühendisliði (Ý.Ö.) Programý;8
 MM-404-50-50;Makine Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;4;12;Makine Mühendisliði (Ý.Ö.) Programý;8
MM-406-50-ö.ö;Enerji Dönüþüm Sistemleri;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;8
 MM-408-50-50;Bitirme Projesi II;Prof.Dr. Yaþar TOTÝK;2;NULL;15;Makine Mühendisliði (Ý.Ö.) Programý;8
MKM-406-50-ö,ö;Enerji Dönüþüm Sistemleri;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;8
MKM-404-50-50-2017;Makine Mühendisliði Laboratuvarý II;Dr. Öðr. Üyesi Erdoðan GÜNER;2;4;16;Makine Mühendisliði (Ý.Ö.) Programý;8
MKS-404-50-50-2017;Makine Mühendisliði Seçmeli Tasarým II;Prof.Dr. Ömer GÜNDOÐDU;3;6;17;Makine Mühendisliði (Ý.Ö.) Programý;8
MM-102-50-50;Statics;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MF-ÝST-50-50;Statistics and Probability;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;2
FÝZ-102-50-50;Physics II;NULL;5;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;2
MM-202-50-50;Numerical Analysis;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-212-50-50;Thermodynamics II;NULL;3;NULL;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-204-50-50;Engineering Materials;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;4
MM-304-50-ö.ö;Heat Transfer II;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;6
MM-306-50-ö.ö;Teory of Machnes II;NULL;3;5;0;Makine Mühendisliði (Ý.Ö.) Programý;6
MM-406-ö.ö;Energy Conversion System;NULL;3;4;0;Makine Mühendisliði (Ý.Ö.) Programý;8
EE-104-50-50;Görsel Programlama;Öðr.Gör. Atakan ABUÞOÐLU;3;NULL;1;Elektrik-Elektronik Mühendisliði Programý;2
MF-IST-50-50;Ýstatistik ve Olasýlýk;Prof.Dr. Taner TEKÝN;3;0;1;Elektrik-Elektronik Mühendisliði Programý;2
EE-214-50-50;Analog Elektronik Laboratuvarý;Dr. Öðr. Üyesi Ömer ÇOBAN;2;NULL;2;Elektrik-Elektronik Mühendisliði Programý;4
EE-204-50-50;Applications of E-E Eng. Math.;Prof.Dr. Bülent ÇAVUÞOÐLU;3;4;2;Elektrik-Elektronik Mühendisliði Programý;4
EE-206-50-50-KREDÝ;Devre Analizi;Dr. Öðr. Üyesi Gökhan ÖZTÜRK;3;5;18;Elektrik-Elektronik Mühendisliði Programý;4
